"Nom";"ISIN";"Symbole";"Marché";"Trading Currency";"Ouvert";"Haut";"Bas";"Dernier";"Last Date/Time";"Time Zone";"Volume";"Capitaux"
"European Equities";"";;;;;;;;;;;
"02 Nov 2013";;;;;;;;;;;;
"All datapoints provided as of end of last active trading day.";;;;;;;;;;;;
"PRECIA";"FR0000060832";"PREC";"NYSE Euronext Paris";"EUR";"79,50";"79,50";"78,50";"78,56";"31/10/2013 17:35";"CET";"51";"4005,90"
"PREMAFIN FIN HLDG";"IT0001475109";"PFm";"NYSE Arca Europe";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"PREMIER FARNELL";"GB0003318416";"PFLl";"NYSE Arca Europe";"GBX";"225,60";"225,60";"225,60";"225,60";"29/08/2013 13:31";"CET";"86";"19401,60"
"PREMIER OIL";"GB00B43G0577";"PMOl";"NYSE Arca Europe";"GBX";"360,80";"360,80";"360,80";"360,80";"29/08/2013 10:26";"CET";"100";"36080,00"
"PRISMAFLEX INTL";"FR0004044600";"PRS";"NYSE Euronext Paris";"EUR";"8,60";"8,60";"8,52";"8,52";"01/11/2013 15:46";"CET";"531";"4541,40"
"PROCTER AND GAMBLE";"US7427181091";"PGn";"NYSE Arca Europe";"USD";"-";"-";"-";"-";"-";"-";"-";"-"
"PROCTER GAMBLE";"US7427181091";"PGP";"NYSE Euronext Paris";"EUR";"59,85";"59,85";"59,85";"59,85";"31/10/2013 16:45";"CET";"10";"598,50"
"PRODWARE";"FR0010313486";"ALPRO";"NYSE Alternext Paris";"EUR";"7,49";"7,50";"7,43";"7,46";"01/11/2013 17:06";"CET";"5119";"38216,70"
"PROLOGUE";"FR0010380626";"PROL";"NYSE Euronext Paris";"EUR";"2,44";"2,49";"2,43";"2,44";"01/11/2013 17:02";"CET";"23417";"57413,43"
"PROLOGUE BSAA";"FR0011198175";"PROBS";"NYSE Euronext Paris";"EUR";"1,43";"1,46";"1,43";"1,46";"31/10/2013 17:00";"CET";"10000";"14360,00"
"PROMEO BS";"FR0010563916";"MEOBS";"NYSE Alternext Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"PROP.IMMEUBLES";"FR0000061376";"MLPRI";"Marché Libre Paris";"EUR";"12,00";"12,00";"12,00";"12,00";"15/10/2013 15:00";"CET";"7";"84,00"
"PROSAFE";"CY0100470919";"PRSo";"NYSE Arca Europe";"NOK";"54,80";"54,80";"54,80";"54,80";"21/02/2013 14:34";"CET";"618";"33866,40"
"PROSEGUR";"ES0175438003";"PSGe";"NYSE Arca Europe";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"PROVIDENT FINANCIA";"GB00B1Z4ST84";"PFGl";"NYSE Arca Europe";"GBX";"1686,00";"1686,00";"1685,00";"1685,00";"28/08/2013 12:32";"CET";"291";"490534,00"
"PROWEBCE";"FR0010355057";"ALPRW";"NYSE Alternext Paris";"EUR";"18,00";"18,00";"18,00";"18,00";"07/09/2012 15:12";"CET";"890";"16020,00"
"PRUDENTIAL";"GB0007099541";"PRUl";"NYSE Arca Europe";"GBX";"1276,00";"1276,00";"1276,00";"1276,00";"30/10/2013 17:27";"CET";"1600";"2041600,00"
"PRYSMIAN";"IT0004176001";"PRYm";"NYSE Arca Europe";"EUR";"14,29";"14,40";"14,29";"14,40";"23/04/2013 14:54";"CET";"1400";"20083,00"
"PSB INDUSTRIES";"FR0000060329";"PSB";"NYSE Euronext Paris";"EUR";"30,10";"30,19";"29,96";"30,00";"01/11/2013 17:35";"CET";"3225";"96967,49"
"PSP SWISS PROP N";"CH0018294154";"PSPNz";"NYSE Arca Europe";"CHF";"86,65";"86,65";"86,65";"86,65";"08/03/2013 09:20";"CET";"84";"11351,15"
"PUBLIC SYSTEME HOP";"FR0000065278";"PUS";"NYSE Euronext Paris";"EUR";"7,38";"7,40";"7,38";"7,40";"01/11/2013 17:16";"CET";"2018";"14917,04"
"PUBLICIS BSA";"FR0000312928";"PUBBS";"NYSE Euronext Paris";"EUR";"31,72";"32,35";"31,72";"32,25";"01/11/2013 17:27";"CET";"12795";"411213,85"
"PUBLICIS GROUPE SA";"FR0000130577";"PUB";"NYSE Euronext Paris";"EUR";"61,43";"62,07";"61,27";"61,85";"01/11/2013 17:35";"CET";"757698";"46842563,58"
"PUMA SE";"DE0006969603";"PUMd";"NYSE Arca Europe";"EUR";"228,05";"228,05";"228,05";"228,05";"28/05/2013 09:57";"CET";"1";"228,05"
"PUNCH INT.";"BE0003748622";"PUN";"NYSE Euronext Brussels";"EUR";"6,82";"6,82";"6,80";"6,80";"01/11/2013 17:35";"CET";"1538";"10472,31"
"PUNCH TAVERNS";"GB0031552861";"PUBl";"NYSE Arca Europe";"GBX";"12,75";"12,75";"12,75";"12,75";"22/08/2013 11:52";"CET";"5";"63,75"
"PV CRYSTALOX SOLAR";"GB00B1WSL509";"PVCSl";"NYSE Arca Europe";"GBX";"11,00";"11,00";"11,00";"11,00";"27/08/2013 11:27";"CET";"105";"1155,00"
"PZ CUSSONS";"GB00B19Z1432";"PZCl";"NYSE Arca Europe";"GBX";"407,00";"407,00";"407,00";"407,00";"30/08/2013 15:06";"CET";"378";"153846,00"
"QIAGEN MARSEILLE";"FR0010626028";"ALIPS";"NYSE Alternext Paris";"EUR";"13,50";"13,50";"13,50";"13,50";"01/11/2013 15:30";"CET";"130";"1755,00"
"QIAGEN NV";"NL0000240000";"QIAd";"NYSE Arca Europe";"EUR";"14,465";"14,465";"14,465";"14,465";"02/05/2013 12:35";"CET";"200";"2893,00"
"QINETIQ GROUP";"GB00B0WMWD03";"QQl";"NYSE Arca Europe";"GBX";"188,10";"188,10";"188,00";"188,00";"27/08/2013 17:13";"CET";"166";"31218,00"
"QUALCOMM INC";"US7475251036";"QCOMn";"NYSE Arca Europe";"USD";"-";"-";"-";"-";"-";"-";"-";"-"
"QUANTEL";"FR0000038242";"QUA";"NYSE Euronext Paris";"EUR";"1,46";"1,48";"1,46";"1,47";"01/11/2013 11:54";"CET";"5757";"8444,08"
"QUANTUM GENOMICS";"FR0010783837";"MLQGC";"Marché Libre Paris";"EUR";"0,34";"0,34";"0,34";"0,34";"21/10/2013 15:00";"CET";"4";"1,36"
"QUESTERRE ENERGY";"CA74836K1003";"QECo";"NYSE Arca Europe";"NOK";"-";"-";"-";"-";"-";"-";"-";"-"
"QUESTFOR GR-PRICAF";"BE0003730448";"QFG";"NYSE Euronext Brussels";"EUR";"7,43";"7,43";"7,40";"7,40";"01/11/2013 17:35";"CET";"1048";"7775,36"
"QUOTIUM TECHNO";"FR0010211615";"QTE";"NYSE Euronext Paris";"EUR";"10,43";"10,43";"10,43";"10,43";"01/11/2013 11:30";"CET";"428";"4464,04"
"RABA";"HU0000073457";"RABAt";"NYSE Arca Europe";"HUF";"-";"-";"-";"-";"-";"-";"-";"-"
"RADIALBSARA18JUL14";"FR0010485466";"RLBRA";"NYSE Euronext Paris";"EUR";"4,90";"4,90";"4,90";"4,90";"18/02/2010 15:53";"CET";"286";"-"
"RADIALL";"FR0000050320";"RLL";"NYSE Euronext Paris";"EUR";"95,80";"95,80";"95,80";"95,80";"31/10/2013 11:30";"CET";"170";"16286,00"
"RAIFFEISEN BANK IN";"AT0000606306";"RBIv";"NYSE Arca Europe";"EUR";"30,80";"30,80";"30,80";"30,80";"01/02/2013 10:54";"CET";"40";"1232,00"
"RALLYE";"FR0000060618";"RAL";"NYSE Euronext Paris";"EUR";"31,40";"31,40";"31,03";"31,10";"01/11/2013 17:35";"CET";"26009";"809213,26"
"RANDGOLD RESOURCES";"GB00B01C3S32";"RRSl";"NYSE Arca Europe";"GBX";"5050,00";"5050,00";"5050,00";"5050,00";"29/08/2013 15:30";"CET";"45";"227250,00"
"RANDSTAD";"NL0000379121";"RAND";"NYSE Euronext Amsterdam";"EUR";"45,27";"45,375";"44,72";"44,825";"01/11/2013 17:35";"CET";"482397";"21663917,67"
"RANK GROUP";"GB00B1L5QH97";"RNKl";"NYSE Arca Europe";"GBX";"157,60";"157,60";"157,60";"157,60";"22/08/2013 17:25";"CET";"26";"4097,60"
"RAPHAEL MICHEL S A";"FR0010038570";"MLRAM";"Marché Libre Paris";"EUR";"103,00";"103,00";"103,00";"103,00";"22/10/2013 15:00";"CET";"1";"103,00"
"RATHBONE BROTHERS";"GB0002148343";"RATl";"NYSE Arca Europe";"GBX";"1567,00";"1567,00";"1567,00";"1567,00";"30/08/2013 16:59";"CET";"6";"9402,00"
"RATIONAL N";"DE0007010803";"RAAd";"NYSE Arca Europe";"EUR";"242,30";"242,30";"242,30";"242,30";"31/05/2013 12:48";"CET";"15";"3634,50"
"RATOS B";"SE0000111940";"RATOBs";"NYSE Arca Europe";"SEK";"65,95";"65,95";"65,90";"65,90";"13/12/2012 11:13";"CET";"381";"64885,80"
"RAUTARUUKKI OY K";"FI0009003552";"RTRKSh";"NYSE Arca Europe";"EUR";"4,905";"4,905";"4,785";"4,795";"03/04/2013 13:41";"CET";"4912";"33401,12"
"RAVEN RUSSIA";"GB00B0D5V538";"RUSl";"NYSE Arca Europe";"GBX";"-";"-";"-";"-";"-";"-";"-";"-"
"RAYTHEON";"US7551115071";"RTNn";"NYSE Arca Europe";"USD";"-";"-";"-";"-";"-";"-";"-";"-"
"RBS CAP FUND TR V";"US74928K2087";"RBST5";"NYSE Euronext Amsterdam";"USD";"21,30";"21,30";"21,30";"21,30";"01/11/2013 16:30";"CET";"3730";"58829,28"
"RBS CAP FUND TR VI";"US74928M2044";"RBST6";"NYSE Euronext Amsterdam";"USD";"22,67";"22,67";"22,67";"22,67";"31/07/2013 16:30";"CET";"60";"1024,63"
"RBS CAP FUND TRVII";"US74928P2074";"RBST7";"NYSE Euronext Amsterdam";"USD";"20,57";"20,57";"20,57";"20,57";"10/09/2013 16:30";"CET";"550";"8544,94"
"REALCO";"BE0003841583";"REAL";"Marché Libre Brussels";"EUR";"11,50";"11,50";"11,50";"11,50";"28/10/2013 15:00";"CET";"125";"1437,50"
"REALDOLM 1/100 TMP";"BE0003732469";"REAT";"NYSE Euronext Brussels";"EUR";"0,12";"0,12";"0,12";"0,12";"31/10/2013 15:00";"CET";"125";"15,00"
"REALDOLMEN (D)";"BE0003899193";"REA";"NYSE Euronext Brussels";"EUR";"17,30";"17,40";"17,30";"17,40";"01/11/2013 17:27";"CET";"1276";"22103,10"
"REC SILICON ASA";"NO0010112675";"RECo";"NYSE Arca Europe";"NOK";"2,13";"2,13";"2,13";"2,13";"19/07/2012 13:51";"CET";"5196";"11067,48"
"RECKITT BENCKISER";"GB00B24CGK77";"RBl";"NYSE Arca Europe";"GBX";"4300,00";"4300,00";"4300,00";"4300,00";"08/10/2013 16:12";"CET";"300";"1290000,00"
"RECORDATI INDUSTRI";"IT0003828271";"RECm";"NYSE Arca Europe";"EUR";"6,255";"6,255";"6,255";"6,255";"08/11/2012 16:03";"CET";"107";"669,285"
"RECTICEL";"BE0003656676";"REC";"NYSE Euronext Brussels";"EUR";"5,00";"5,00";"4,85";"4,85";"01/11/2013 17:35";"CET";"40269";"197813,74"
"RECYLEX S.A.";"FR0000120388";"RX";"NYSE Euronext Paris";"EUR";"3,31";"3,33";"3,30";"3,30";"01/11/2013 17:35";"CET";"7828";"25890,81"
"RED ELECTRICA CORP";"ES0173093115";"REEe";"NYSE Arca Europe";"EUR";"39,47";"39,725";"39,47";"39,725";"05/09/2013 10:29";"CET";"379";"15022,13"
"REDITUS,SGPS";"PTRED0AP0010";"RED";"NYSE Euronext Lisbon";"EUR";"1,10";"1,12";"1,10";"1,12";"31/10/2013 10:31";"GMT";"175";"194,00"
"REDROW";"GB0007282386";"RDWl";"NYSE Arca Europe";"GBX";"229,60";"229,60";"229,60";"229,60";"23/08/2013 15:54";"CET";"146";"33521,60"
"REED ELSEVIER";"GB00B2B0DG97";"RELl";"NYSE Arca Europe";"GBX";"837,00";"837,00";"837,00";"837,00";"11/10/2013 16:39";"CET";"200";"167400,00"
"REED ELSEVIER";"NL0006144495";"REN";"NYSE Euronext Amsterdam";"EUR";"14,85";"14,94";"14,77";"14,795";"01/11/2013 17:35";"CET";"1643821";"24351881,98"
"REGIONS FINANCIAL";"US7591EP1005";"RFn";"NYSE Arca Europe";"USD";"-";"-";"-";"-";"-";"-";"-";"-"
"REGUS";"JE00B3CGFD43";"RGUl";"NYSE Arca Europe";"GBX";"180,90";"180,90";"180,90";"180,90";"29/08/2013 10:34";"CET";"100";"18090,00"
"REIBEL";"BE0003829463";"REI";"Marché Libre Brussels";"EUR";"5,75";"5,75";"5,75";"5,75";"29/10/2013 15:00";"CET";"1050";"6037,50"
"RELAXNEWS";"FR0010232306";"ALRLX";"NYSE Alternext Paris";"EUR";"5,60";"5,60";"5,60";"5,60";"01/11/2013 09:00";"CET";"1";"5,60"
"REMY COINTREAU";"FR0000130395";"RCO";"NYSE Euronext Paris";"EUR";"72,86";"72,91";"71,60";"72,59";"01/11/2013 17:35";"CET";"54507";"3936246,17"
"REN";"PTREL0AM0008";"RENE";"NYSE Euronext Lisbon";"EUR";"2,215";"2,22";"2,21";"2,21";"01/11/2013 16:35";"GMT";"38485";"85164,75"
"RENAULT";"FR0000131906";"RNO";"NYSE Euronext Paris";"EUR";"62,50";"63,07";"60,72";"61,29";"01/11/2013 17:37";"CET";"2860952";"176731754,91"
"RENISHAW";"GB0007323586";"RSWl";"NYSE Arca Europe";"GBX";"1690,00";"1730,00";"1690,00";"1730,00";"29/08/2013 14:23";"CET";"104";"175920,00"
"RENTABILIWEB (D)";"BE0946620946";"BIL";"NYSE Euronext Brussels,Paris";"EUR";"5,30";"5,40";"5,24";"5,40";"01/11/2013 17:09";"CET";"36751";"196209,83"
"RENTOKIL INITIAL";"GB00B082RF11";"RTOl";"NYSE Arca Europe";"GBX";"102,20";"102,20";"102,00";"102,00";"21/08/2013 15:53";"CET";"200";"20420,00"
"REPSOL";"ES0173516115";"REPe";"NYSE Arca Europe";"EUR";"18,085";"18,085";"18,085";"18,085";"05/09/2013 12:05";"CET";"277";"5009,545"
"RESILUX";"BE0003707214";"RES";"NYSE Euronext Brussels";"EUR";"83,00";"83,00";"82,50";"83,00";"01/11/2013 17:35";"CET";"31";"2568,00"
"RESOLUTION";"GG00B62W2327";"RSLl";"NYSE Arca Europe";"GBX";"316,20";"316,20";"316,20";"316,20";"25/07/2013 14:20";"CET";"100";"31620,00"
"RESTAURANT GRP";"GB00B0YG1K06";"RTNl";"NYSE Arca Europe";"GBX";"560,00";"560,00";"548,50";"548,50";"30/08/2013 15:29";"CET";"146";"81346,00"
"RETAIL EST.-SICAFI";"BE0003720340";"RET";"NYSE Euronext Brussels";"EUR";"55,78";"55,78";"55,78";"55,78";"01/11/2013 09:00";"CET";"1";"55,78"
"REWORLD MEDIA";"FR0010820274";"MLREW";"Marché Libre Paris";"EUR";"0,30";"0,30";"0,30";"0,30";"29/10/2013 15:00";"CET";"21000";"6300,00"
"REXAN";"FR0000077190";"MLREX";"Marché Libre Paris";"EUR";"0,77";"0,77";"0,77";"0,77";"01/11/2013 15:00";"CET";"1";"0,77"
"REXEL";"FR0010451203";"RXL";"NYSE Euronext Paris";"EUR";"18,55";"18,86";"18,53";"18,805";"01/11/2013 17:35";"CET";"821777";"15391484,57"
"RHEINMETALL";"DE0007030009";"RHMd";"NYSE Arca Europe";"EUR";"37,35";"37,35";"37,35";"37,35";"22/03/2013 14:25";"CET";"150";"5602,50"
"RHI";"AT0000676903";"RHIv";"NYSE Arca Europe";"EUR";"23,435";"23,435";"23,435";"23,435";"07/12/2012 15:38";"CET";"100";"2343,50"
"RHJ INTERNATIONAL";"BE0003815322";"RHJI";"NYSE Euronext Brussels";"EUR";"3,87";"3,87";"3,83";"3,83";"01/11/2013 17:35";"CET";"17345";"67015,31"
"RHOEN KLINIKUM";"DE0007042301";"RHKd";"NYSE Arca Europe";"EUR";"18,29";"18,29";"18,265";"18,29";"23/08/2013 11:42";"CET";"653";"11934,87"
"RIBER";"FR0000075954";"RIB";"NYSE Euronext Paris";"EUR";"2,54";"2,54";"2,54";"2,54";"01/11/2013 10:23";"CET";"151";"383,54"
"RICHEL SERRES FRA.";"FR0000078875";"ALRIC";"NYSE Alternext Paris";"EUR";"5,30";"5,30";"5,30";"5,30";"01/11/2013 09:00";"CET";"1";"5,30"
"RICHTER GEDEON";"HU0000123096";"RICHTt";"NYSE Arca Europe";"HUF";"-";"-";"-";"-";"-";"-";"-";"-"
"RICOH";"JP3973400009";"RICOP";"NYSE Euronext Paris";"EUR";"7,15";"7,15";"7,15";"7,15";"01/11/2013 11:30";"CET";"25";"178,75"
"RIETER HOLDING N";"CH0003671440";"RIENz";"NYSE Arca Europe";"CHF";"177,20";"177,20";"177,20";"177,20";"06/03/2013 14:22";"CET";"8";"1417,60"
"RIGHTMOVE PLC";"GB00B2987V85";"RMVl";"NYSE Arca Europe";"GBX";"2323,00";"2323,00";"2323,00";"2323,00";"30/08/2013 11:02";"CET";"93";"216039,00"
"RIO TINTO";"GB0007188757";"RIOl";"NYSE Arca Europe";"GBX";"3184,00";"3184,00";"3184,00";"3184,00";"17/10/2013 13:59";"CET";"200";"636800,00"
"RIO TINTO CERT";"BE0004559978";"RIOS";"NYSE Euronext Brussels";"EUR";"38,00";"38,40";"37,45";"37,45";"01/11/2013 10:51";"CET";"333";"12656,85"
"RISC GROUP";"FR0011010198";"RSC";"NYSE Euronext Paris";"EUR";"4,70";"5,04";"4,60";"5,04";"29/06/2012 17:35";"CET";"492";"2356,71"
"RIT CAPITAL PARTNE";"GB0007366395";"RCPl";"NYSE Arca Europe";"GBX";"1251,00";"1251,00";"1251,00";"1251,00";"02/08/2013 17:05";"CET";"100";"125100,00"
"ROBECO";"NL0000289783";"ROBP";"NYSE Euronext Paris";"EUR";"26,96";"27,20";"26,94";"26,94";"01/11/2013 17:35";"CET";"10855";"293742,69"
"ROBERTET";"FR0000039091";"RBT";"NYSE Euronext Paris";"EUR";"179,99";"179,99";"172,00";"172,00";"01/11/2013 15:24";"CET";"61";"10500,19"
"ROBERTET CDV 87";"FR0000045619";"CBR";"NYSE Euronext Paris";"EUR";"36,00";"36,00";"36,00";"36,00";"30/08/2013 12:00";"CET";"16";"576,00"
"ROBERTET CI";"FR0000045601";"CBE";"NYSE Euronext Paris";"EUR";"92,00";"92,00";"92,00";"92,00";"02/09/2013 12:00";"CET";"216";"19872,00"
"ROCAMAT";"FR0000064255";"ROCA";"NYSE Euronext Paris";"EUR";"0,69";"0,69";"0,69";"0,69";"01/11/2013 16:30";"CET";"4113";"2837,97"
"ROCHE HOLDING BJ";"CH0012032048";"ROGz";"NYSE Arca Europe";"CHF";"251,50";"253,20";"251,50";"252,90";"01/11/2013 16:52";"CET";"2532";"639657,50"
"ROCTOOL";"FR0010523167";"MLROC";"Marché Libre Paris";"EUR";"10,00";"10,00";"10,00";"10,00";"30/10/2013 15:00";"CET";"5";"50,00"
"RODRIGUEZ GROUP";"FR0000062994";"ROD";"NYSE Euronext Paris";"EUR";"2,88";"2,94";"2,71";"2,74";"01/11/2013 17:35";"CET";"635524";"1778243,22"
"ROLINCO";"NL0000289817";"ROLP";"NYSE Euronext Paris";"EUR";"25,00";"25,00";"25,00";"25,00";"01/11/2013 10:29";"CET";"1084";"27100,00"
"ROLLS-ROYCE HLDG.";"GB00B63H8491";"RRl";"NYSE Arca Europe";"GBX";"1103,00";"1103,00";"1103,00";"1103,00";"28/08/2013 10:31";"CET";"29";"31987,00"
"ROODMICROTEC";"NL0000440477";"ROOD";"NYSE Euronext Amsterdam";"EUR";"0,16";"0,163";"0,16";"0,163";"01/11/2013 17:05";"CET";"145847";"23446,08"
"RORENTO CLASS DH E";"LU0934195610";"RORP";"NYSE Euronext Paris";"EUR";"54,10";"54,10";"54,10";"54,10";"01/11/2013 14:45";"CET";"188";"10170,80"
"ROSIER";"BE0003575835";"ENGB";"NYSE Euronext Brussels";"EUR";"200,21";"200,21";"200,21";"200,21";"31/10/2013 11:30";"CET";"3";"600,63"
"ROTO SMEETS GROUP";"NL0009169515";"ROTO";"NYSE Euronext Amsterdam";"EUR";"6,20";"6,20";"6,20";"6,20";"01/11/2013 09:55";"CET";"200";"1240,00"
"ROTORK";"GB0007506958";"RORl";"NYSE Arca Europe";"GBX";"2740,00";"2740,00";"2740,00";"2740,00";"20/08/2013 11:39";"CET";"4";"10960,00"
"ROUGIER S.A.";"FR0000037640";"ALRGR";"NYSE Alternext Paris";"EUR";"27,15";"27,15";"27,05";"27,05";"01/11/2013 15:24";"CET";"295";"8004,85"
"ROULARTA";"BE0003741551";"ROU";"NYSE Euronext Brussels";"EUR";"11,70";"11,71";"11,70";"11,70";"01/11/2013 09:47";"CET";"187";"2189,18"
"ROUSSELET CENTRIF.";"FR0000035750";"MLROU";"Marché Libre Paris";"EUR";"3,00";"3,00";"3,00";"3,00";"19/09/2013 15:00";"CET";"300";"900,00"
"ROY BK OF SCOTLAND";"GB00B7T77214";"RBS";"NYSE Euronext Amsterdam";"EUR";"4,20";"4,23";"3,98";"4,03";"01/11/2013 17:20";"CET";"204905";"838824,74"
"ROYAL BK SCOT. GRP";"GB00B7T77214";"RBSl";"NYSE Arca Europe";"GBX";"-";"-";"-";"-";"-";"-";"-";"-"
"ROYAL DUTCH SHEL B";"GB00B03MM408";"RDSBl";"NYSE Arca Europe";"GBX";"2169,50";"2172,00";"2169,50";"2172,00";"31/10/2013 13:36";"CET";"400";"868300,00"
"ROYAL DUTCH SHELLA";"GB00B03MLX29";"RDSA";"NYSE Euronext Amsterdam";"EUR";"24,50";"24,76";"24,50";"24,76";"01/11/2013 17:39";"CET";"5202885";"128392979,09"
"ROYAL DUTCH SHELLB";"GB00B03MM408";"RDSB";"NYSE Euronext Amsterdam";"EUR";"25,685";"25,95";"25,685";"25,90";"01/11/2013 16:07";"CET";"525";"13558,41"
"ROYAL IMTECH";"NL0006055329";"IM";"NYSE Euronext Amsterdam";"EUR";"2,175";"2,177";"2,151";"2,156";"01/11/2013 17:35";"CET";"3516341";"7617214,03"
"ROYALREESINK";"NL0000379303";"ALRRE";"NYSE Alternext Amsterdam";"EUR";"78,49";"78,49";"77,90";"77,90";"01/11/2013 15:14";"CET";"68";"5305,59"
"RPC GROUP";"GB0007197378";"RPCl";"NYSE Arca Europe";"GBX";"455,50";"455,50";"455,50";"455,50";"29/08/2013 10:45";"CET";"100";"45550,00"
"RPS GROUP";"GB0007594764";"RPSl";"NYSE Arca Europe";"GBX";"251,20";"251,20";"251,00";"251,10";"12/08/2013 17:20";"CET";"704";"176740,80"
"RSA INSURANCE GR";"GB0006616899";"RSAl";"NYSE Arca Europe";"GBX";"119,40";"119,40";"119,40";"119,40";"01/10/2013 14:11";"CET";"6800";"811920,00"
"RTL GROUP";"LU0061462528";"RTL";"NYSE Euronext Brussels";"EUR";"80,26";"80,74";"79,77";"80,74";"01/11/2013 17:35";"CET";"16002";"1284152,31"
"RUBIS";"FR0000121253";"RUI";"NYSE Euronext Paris";"EUR";"46,295";"46,47";"46,00";"46,195";"01/11/2013 17:35";"CET";"53416";"2467127,86"
"RUSPETRO PLC";"GB00B4ZH7J18";"RPOl";"NYSE Arca Europe";"GBX";"-";"-";"-";"-";"-";"-";"-";"-"
"RWE";"DE0007037129";"RWEd";"NYSE Arca Europe";"EUR";"21,16";"21,16";"21,16";"21,16";"23/08/2013 16:01";"CET";"51";"1079,16"
"RWE VZ";"DE0007037145";"RWE3d";"NYSE Arca Europe";"EUR";"27,62";"27,62";"27,62";"27,62";"26/10/2011 09:15";"CET";"51";"-"
"RYANAIR HOLDINGS";"IE00B1GKF381";"RY4Bi";"NYSE Arca Europe";"EUR";"5,943";"5,943";"5,943";"5,943";"06/03/2013 13:18";"CET";"198";"1176,714"
"RYL CARIBBEAN CRUI";"LR0008862868";"RCLo";"NYSE Arca Europe";"NOK";"195,70";"195,90";"195,60";"195,60";"06/02/2013 15:10";"CET";"183";"82800,20"
"S.CLUBE BRAGA";"PTSCB0AM0001";"SCB";"Easynext Lisbon";"EUR";"0,45";"0,45";"0,45";"0,45";"16/09/2013 14:30";"GMT";"5000";"2250,00"
"S.COSTA";"PTSCO0AE0004";"SCOAE";"NYSE Euronext Lisbon";"EUR";"0,27";"0,27";"0,26";"0,26";"01/11/2013 16:35";"GMT";"49250";"13185,00"
"S.COSTA-PREF";"PTSCO0VE0009";"SCOP";"NYSE Euronext Lisbon";"EUR";"1,20";"1,20";"1,20";"1,20";"22/02/2010 09:30";"GMT";"15";"-"
"S.E.B.";"FR0000121709";"SK";"NYSE Euronext Paris";"EUR";"66,17";"66,32";"65,51";"65,83";"01/11/2013 17:35";"CET";"25737";"1696693,78"
"SABCA (D)";"BE0003654655";"SAB";"NYSE Euronext Brussels";"EUR";"38,50";"38,88";"38,50";"38,88";"01/11/2013 16:30";"CET";"86";"3324,68"
"SABETON";"FR0000060121";"SABE";"NYSE Euronext Paris";"EUR";"13,26";"13,26";"13,20";"13,20";"01/11/2013 16:30";"CET";"1050";"13875,30"
"SABMILLER";"GB0004835483";"SABl";"NYSE Arca Europe";"GBX";"3096,00";"3096,00";"3096,00";"3096,00";"30/08/2013 10:28";"CET";"58";"179568,00"
"SACYR SA";"ES0182870214";"SYVe";"NYSE Arca Europe";"EUR";"4,60";"4,60";"4,60";"4,60";"21/09/2011 09:00";"CET";"287";"-"
"SAFILO GROUP";"IT0004604762";"SFLm";"NYSE Arca Europe";"EUR";"6,26";"6,26";"6,26";"6,26";"11/12/2012 13:57";"CET";"341";"2134,66"
"SAFRAN";"FR0000073272";"SAF";"NYSE Euronext Paris";"EUR";"47,355";"47,355";"46,805";"47,035";"01/11/2013 17:35";"CET";"458256";"21591706,21"
"SAFT";"FR0010208165";"SAFT";"NYSE Euronext Paris";"EUR";"23,45";"23,50";"23,20";"23,34";"01/11/2013 17:37";"CET";"17248";"402894,95"
"SAFTI GROUPE";"FR0011233261";"MLSFT";"Marché Libre Paris";"EUR";"6,60";"6,60";"6,60";"6,60";"24/05/2013 15:00";"CET";"50";"330,00"
"SAFWOOD";"IT0004013725";"ALWOO";"NYSE Alternext Paris";"EUR";"0,05";"0,05";"0,05";"0,05";"03/05/2011 15:30";"CET";"1300";"-"
"SAG GEST";"PTSAG0AE0004";"SVA";"NYSE Euronext Lisbon";"EUR";"0,23";"0,23";"0,23";"0,23";"01/11/2013 14:42";"GMT";"32300";"7429,00"
"SAINSBURY(J)";"GB00B019KW72";"SBRYl";"NYSE Arca Europe";"GBX";"396,50";"396,90";"391,00";"391,00";"28/08/2013 16:56";"CET";"867";"341440,90"
"SAINT GOBAIN";"FR0000125007";"SGO";"NYSE Euronext Paris,Amsterdam,Brussels";"EUR";"38,745";"38,805";"38,25";"38,31";"01/11/2013 17:35";"CET";"773564";"29731110,58"
"SAIPEM";"IT0000068525";"SPMm";"NYSE Arca Europe";"EUR";"17,10";"17,10";"17,10";"17,10";"29/10/2013 14:33";"CET";"1652";"28249,20"
"SALAMANDER ENERGY";"GB00B1GC5238";"SMDRl";"NYSE Arca Europe";"GBX";"123,10";"123,10";"123,10";"123,10";"16/08/2013 11:30";"CET";"301";"37053,10"
"SALVATORE FERRAGAM";"IT0004712375";"SFERm";"NYSE Arca Europe";"EUR";"22,14";"22,14";"22,14";"22,14";"23/04/2013 17:23";"CET";"128";"2833,92"
"SALVEPAR";"FR0000124356";"SY";"NYSE Euronext Paris";"EUR";"51,19";"51,24";"51,19";"51,24";"01/11/2013 10:39";"CET";"21";"1075,29"
"SALZGITTER";"DE0006202005";"SZGd";"NYSE Arca Europe";"EUR";"25,925";"25,925";"25,24";"25,24";"06/08/2013 17:26";"CET";"255";"6579,185"
"SAM";"FR0000044497";"SAMP";"NYSE Euronext Paris";"EUR";"37,04";"37,04";"37,04";"37,04";"01/11/2013 11:30";"CET";"1";"37,04"
